측정소명,년/월/일,회차,수심(m),수온(℃),DO(㎎/L),BOD(㎎/L),COD(㎎/L),클로로필 a(㎎/㎥),TN(㎎/L),TP(㎎/L),TOC(㎎/L),수소이온농도,페놀류(㎎/L),전기전도도(μS/㎝),총대장균군수(총대장균군수/100ml),카드뮴(㎎/L),시안(㎎/L),납(㎎/L),6가크롬(㎎/L),비소(㎎/L),수은(㎎/L),구리(㎎/L),아연(㎎/L),크롬(㎎/L),니켈(㎎/L),바륨(㎎/L),셀레늄(㎎/L),용존총질소(㎎/L),암모니아성 질소(㎎/L),질산성 질소(㎎/L),용존총인(㎎/L),인산염인(㎎/L),SS(㎎/L),헥사클로로벤젠 (㎍/L),분원성대장균군수,불소(㎎/L),색도(㎎/L),노말헥산추출물질(㎎/L),용해성망간(㎎/L),용해성철(㎎/L),음이온계면활성제(㎎/L),테트라클로로에틸렌(㎎/L),테트라클로로에틸렌(㎎/L).1,사염화탄소,1.2-디클로로에탄(㎎/L),디클로로메탄(㎎/L),벤젠(㎎/L),폴리크로리네이티트비페닐(㎎/L),유기인(㎎/L),안티몬 (㎎/L),클로로포름 (㎎/L),디에틸헥실프탈레이트 (㎎/L),1.4-다이옥세인 (㎎/L),투명도(m),유량(㎥/s),포름알데히드(㎎/L)
죽산보,2017-09-12,2회차,,24.0,7.2,1.6,7.1,15.7,2.2319999999999998,0.17300000000000001,4.3,7.3,정량한계미만,156,1260,,,,,,,,,,,,,2.1430000000000002,0.373,1.1320000000000001,0.13,0.129,28.8,,1160,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-09-18,3회차,,23.4,8.4,3.7,7.9,70.0,3.343,0.068,6.2,7.0,0.000,278,1500,,,,,,,,,,,,,3.0860000000000003,1.102,1.493,0.025,0.013000000000000001,9.1,,560,,,,,,,,,,,,,,,,,,,,19.158,
죽산보,2017-09-19,3회차,,24.1,9.8,2.8,7.4,73.8,2.315,0.09,4.4,8.1,정량한계미만,195,860,,,,,,,,,,,,,2.07,0.171,1.298,0.043,0.028999999999999998,16.8,,460,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-09-25,4회차,,24.0,9.5,3.4,7.3,31.0,3.4610000000000003,0.035,5.5,7.5,0.000,350,100,,,,,,,,,,,,,3.431,0.8809999999999999,1.8940000000000001,0.019,0.01,5.1,,10,,,,,,,,,,,,,,,,,,,,14.997,
죽산보,2017-09-26,4회차,,25.1,8.9,2.3,7.2,34.3,3.242,0.059000000000000004,4.1,7.9,정량한계미만,299,1900,,,,,,,,,,,,,3.0439999999999996,0.6579999999999999,1.6580000000000001,0.028999999999999998,0.013000000000000001,14.8,,490,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-10-10,1회차,,21.4,5.4,5.0,7.9,61.9,4.132,0.12,6.1,6.8,0.000,283,3500,0.00000,0.00,0.00002,0.000,0.00079,0.0000015,,,,,,,4.091,1.82,1.54,0.067,0.048,8.4,,1400,,,,,,0.00,,,,,,,,,0.0002,,,,,27.01,
죽산보,2017-10-10,1회차,,22.7,11.8,4.2,7.1,67.8,2.5,0.078,4.2,8.4,정량한계미만,232,1440,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,2.32,0.213,1.3769999999999998,0.034,0.011000000000000001,13.6,,1000,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2017-10-16,2회차,,19.1,7.7,4.7,7.5,37.5,5.542000000000001,0.125,6.1,6.9,0.000,396,2600,,,,,,,,,,,,,4.753,2.157,2.13,0.07,0.05,10.2,,920,,,,,,,,,,,,,,,,,,,,18.64,
죽산보,2017-10-17,2회차,,19.7,9.0,2.4,5.3,26.5,3.8160000000000003,0.115,3.4,7.6,정량한계미만,283,1300,,,,,,,,,,,,,3.602,0.066,1.744,0.057,0.055999999999999994,14.8,,1100,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-10-23,3회차,,18.3,8.8,4.8,8.5,52.5,5.3020000000000005,0.06,6.3,7.5,0.000,414,700,,,,,,,,,,,,,5.189,1.902,2.347,0.031,0.02,9.4,,170,,,,,,,,,,,,,,,,,,,,12.92,
죽산보,2017-10-23,3회차,,19.8,11.1,2.5,6.8,32.4,4.167,0.063,3.6,7.7,정량한계미만,318,510,,,,,,,,,,,,,4.154,1.031,2.137,0.03,0.019,10.4,,453,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-10-30,4회차,,16.9,11.8,5.2,9.1,43.6,5.688,0.06,8.0,7.0,0.000,459,1500,,,,,,,,,,,,,5.626,1.8230000000000002,2.955,0.026000000000000002,0.006999999999999999,12.4,,30,,,,,,,,,,,,,,,,,,,,11.127,
죽산보,2017-10-31,4회차,,17.8,9.7,4.6,8.1,54.3,4.6739999999999995,0.075,3.5,7.5,정량한계미만,371,1480,,,,,,,,,,,,,4.36,1.018,2.365,0.032,0.009000000000000001,10.0,,1120,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-11-06,1회차,,14.4,11.8,4.5,7.9,26.9,5.351,0.057999999999999996,5.9,6.8,0.000,474,45,0.00000,0.00,0.00005,,0.00060,0.0000008,,,,,,,5.321000000000001,2.106,2.918,0.032,0.008,8.3,,28,,,,,,0.00,,,,,,,,,0.0002,,,,,11.649000000000001,
죽산보,2017-11-07,1회차,,15.2,8.7,2.5,6.5,19.1,4.718,0.076,3.6,7.4,정량한계미만,394,1420,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,4.71,0.99,2.6289999999999996,0.04,0.026000000000000002,12.0,,800,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2017-11-13,2회차,,13.9,9.9,4.6,8.4,24.2,6.183,0.07400000000000001,6.6,8.0,0.000,441,300,,,,,,,,,,,,,6.042000000000001,2.249,3.2230000000000003,0.033,0.004,12.2,,40,,,,,,,,,,,,,,,,,,,,21.488000000000003,
죽산보,2017-11-14,2회차,,13.8,11.2,2.9,7.4,46.3,4.897,0.059000000000000004,4.0,7.6,정량한계미만,422,980,,,,,,,,,,,,,4.641,1.147,2.556,0.024,0.0,10.8,,880,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-11-20,3회차,,9.9,13.3,5.8,11.6,75.7,6.484,0.099,8.7,8.3,0.000,476,1800,,,,,,,,,,,,,6.02,2.0380000000000003,2.888,0.032,0.01,19.6,,210,,,,,,,,,,,,,,,,,,,,14.155999999999999,
죽산보,2017-11-20,3회차,,12.0,11.0,3.4,8.7,69.0,5.957000000000001,0.061,4.5,7.2,정량한계미만,510,580,,,,,,,,,,,,,5.586,1.4069999999999998,3.049,0.023,0.0,10.8,,470,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-11-27,4회차,,10.2,14.1,6.1,11.4,65.4,7.341,0.11599999999999999,8.4,7.2,0.000,527,3100,,,,,,,,,,,,,7.341,2.523,3.693,0.039,0.01,14.7,,410,,,,,,,,,,,,,,,,,,,,15.429,
죽산보,2017-11-27,4회차,,9.6,13.2,3.1,8.2,73.1,5.5329999999999995,0.069,4.7,7.6,정량한계미만,464,650,,,,,,,,,,,,,5.465,0.888,3.27,0.027999999999999997,0.0,9.2,,507,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-12-04,1회차,,9.4,11.6,5.6,9.0,42.9,7.74,0.13,7.8,7.6,0.000,614,3600,0.00000,0.00,0.00006,0.000,0.00060,0.0000005,,,,,,,7.311,3.694,2.9810000000000003,0.033,0.005,23.3,,430,,,,,,0.00,,,,,,,,,0.0002,,,,,21.285,
죽산보,2017-12-04,1회차,,7.1,13.7,7.2,10.9,118.8,6.643,0.102,4.7,7.7,정량한계미만,491,790,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,6.135,1.135,3.588,0.024,0.0,17.6,,760,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2017-12-11,2회차,,8.0,11.8,5.1,8.3,30.1,7.513,0.095,7.1,8.2,0.000,603,4700,,,,,,,,,,,,,7.26,3.551,3.147,0.03,0.005,14.3,,1000,,,,,,,,,,,,,,,,,,,,35.4,
죽산보,2017-12-11,2회차,,6.3,13.8,5.3,10.6,122.2,6.636,0.083,5.1,8.0,정량한계미만,536,250,,,,,,,,,,,,,6.402,1.643,3.18,0.032,0.0,20.0,,115,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-12-18,3회차,,5.8,13.1,4.6,8.3,19.1,8.02,0.10300000000000001,6.9,8.4,0.000,576,4200,,,,,,,,,,,,,7.599,4.175,2.7560000000000002,0.025,0.009000000000000001,10.1,,470,,,,,,,,,,,,,,,,,,,,27.67,
죽산보,2017-12-18,3회차,,4.3,16.0,4.9,7.5,100.2,7.644,0.084,6.4,7.8,정량한계미만,560,660,,,,,,,,,,,,,7.006,2.186,3.9960000000000004,0.026000000000000002,0.004,14.8,,288,,,,,,,,,,,,,,,,,,,,,
승촌보,2017-12-26,4회차,,6.4,12.4,6.2,11.1,70.8,5.365,0.141,8.7,7.0,0.000,443,36000,,,,,,,,,,,,,5.059,2.608,2.029,0.024,0.006999999999999999,21.5,,3000,,,,,,,,,,,,,,,,,,,,15.957,
죽산보,2017-12-26,4회차,,6.4,14.5,4.1,8.2,70.8,8.066,0.092,4.4,7.7,정량한계미만,514,3800,,,,,,,,,,,,,7.471,3.091,3.609,0.028999999999999998,0.006,14.8,,780,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-01-02,1회차,,6.9,13.8,5.8,10.7,24.9,8.828,0.099,7.2,7.2,0.000,541,700,,,,,,,,,,,,,8.462,5.4639999999999995,2.281,0.036000000000000004,0.008,10.6,,40,,,,,,,,,,,,,,,,,,,,6.9879999999999995,
죽산보,2018-01-02,1회차,,6.2,15.4,5.0,10.6,105.3,7.4270000000000005,0.14,5.3,7.7,정량한계미만,450,1080,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,7.297999999999999,3.1660000000000004,2.351,0.031,0.006999999999999999,14.4,,96,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-01-08,2회차,,6.3,13.0,5.9,10.8,42.1,9.144,0.075,7.5,7.0,0.000,534,3000,,,,,,,,,,,,,8.865,5.513,2.465,0.028999999999999998,0.017,8.5,,15,,,,,,,,,,,,,,,,,,,,6.63,
죽산보,2018-01-08,2회차,,4.8,10.5,7.5,11.1,166.1,6.986000000000001,0.11,5.5,8.5,정량한계미만,421,1200,,,,,,,,,,,,,6.11,1.8030000000000002,2.965,0.028999999999999998,0.006999999999999999,26.4,,92,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-01-15,3회차,,5.3,13.3,6.9,12.0,80.8,9.232999999999999,0.166,9.6,7.0,0.000,730,12000,0.00001,0.00,0.00018,0.000,0.00081,0.0000006,,,,,,,8.478,5.473,2.529,0.046,0.011000000000000001,14.0,,280,,,,,,0.00,,,,,,,,,0.0003,,,,,12.4,
죽산보,2018-01-15,3회차,,4.2,19.4,5.2,10.8,137.5,8.516,0.079,5.5,8.4,정량한계미만,439,800,,,,,,,,,,,,,8.42,3.5380000000000003,2.7739999999999996,0.031,0.006,13.2,,184,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-01-22,4회차,,7.0,13.2,7.0,12.5,67.2,8.062999999999999,0.159,9.8,7.5,0.000,499,2400,,,,,,,,,,,,,7.5760000000000005,5.0089999999999995,2.138,0.034,0.015,17.6,,64,,,,,,,,,,,,,,,,,,,,3.25,
죽산보,2018-01-22,4회차,,7.2,14.2,5.5,11.4,109.0,7.6160000000000005,0.16,6.2,8.0,정량한계미만,436,1440,,,,,,,,,,,,,7.836,3.112,2.269,0.085,0.062,21.2,,108,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-01-29,5회차,,3.6,14.4,6.4,12.1,67.3,9.149,0.126,8.7,7.5,0.000,501,1000,,,,,,,,,,,,,7.957000000000001,5.303,2.185,0.036000000000000004,0.013000000000000001,14.1,,480,,,,,,,,,,,,,,,,,,,,7.18,
승촌보,2018-02-05,1회차,,4.5,13.3,4.2,8.8,51.1,10.59,0.12300000000000001,7.5,7.5,0.000,516,860,0.00000,0.00,0.00011,0.000,0.00073,0.0000013,,,,,,,10.379000000000001,8.19,1.889,0.035,0.0,8.2,,110,,,,,,0.00,,,,,,,,,0.0002,,,,,11.8,
죽산보,2018-02-05,1회차,,2.6,17.6,2.9,7.6,39.3,7.676,0.065,4.3,8.1,정량한계미만,432,600,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,7.63,3.515,2.742,0.032,0.006,6.4,,580,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
죽산보,2018-02-12,2회차,,3.5,17.4,4.6,9.4,71.1,10.089,0.07400000000000001,4.9,8.2,정량한계미만,435,1220,,,,,,,,,,,,,9.487,5.622999999999999,2.5540000000000003,0.032,0.009000000000000001,18.8,,1020,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-02-13,2회차,,6.1,13.6,6.2,11.6,64.5,11.062000000000001,0.155,8.4,7.6,0.000,544,1200,,,,,,,,,,,,,11.017999999999999,8.269,1.709,0.055999999999999994,0.021,14.8,,130,,,,,,,,,,,,,,,,,,,,10.49,
승촌보,2018-02-19,3회차,,6.9,13.1,7.9,14.0,100.2,10.64,0.255,10.7,7.5,0.000,571,1100,,,,,,,,,,,,,10.489,8.241,1.4380000000000002,0.057999999999999996,0.037000000000000005,21.4,,270,,,,,,,,,,,,,,,,,,,,7.92,
죽산보,2018-02-19,3회차,,6.3,14.8,5.6,10.9,85.9,10.710999999999999,0.09699999999999999,5.8,8.4,정량한계미만,450,580,,,,,,,,,,,,,10.345,5.917000000000001,2.523,0.045,0.006999999999999999,16.0,,19,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-02-26,4회차,,8.5,13.1,6.1,12.8,64.3,13.96,0.17600000000000002,9.0,7.5,0.000,561,1300,,,,,,,,,,,,,12.999,10.925999999999998,1.8719999999999999,0.066,0.034,12.1,,65,,,,,,,,,,,,,,,,,,,,10.49,
죽산보,2018-02-26,4회차,,9.7,14.5,5.1,10.7,62.9,9.25,0.121,5.3,8.5,정량한계미만,470,940,,,,,,,,,,,,,9.017999999999999,5.517,2.0909999999999997,0.04,0.009000000000000001,13.6,,62,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-03-05,1회차,,10.1,5.6,6.5,12.3,72.6,8.43,0.19399999999999998,9.3,7.2,0.000,491,20000,0.00000,0.00,0.00015,0.000,0.00086,0.0000024,,,,,,,7.685,6.419,1.205,0.038,0.016,16.0,0.0,900,,,,,,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0003,0.0,,0.0,,21.0,0.0
죽산보,2018-03-06,1회차,,12.3,15.0,5.2,11.8,75.3,10.261,0.142,5.9,7.7,정량한계미만,468,5200,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,10.177999999999999,7.278,1.88,0.062,0.012,14.4,,1300,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-03-12,2회차,,10.6,11.1,6.2,11.6,67.8,6.4510000000000005,0.19399999999999998,8.8,7.6,0.000,445,4000,,,,,,,,,,,,,6.1,3.9560000000000004,1.571,0.086,0.021,18.1,,3800,,,,,,,,,,,,,,,,,,,,17.677,
죽산보,2018-03-12,2회차,,12.8,13.9,6.9,13.8,98.4,6.365,0.152,6.1,7.9,정량한계미만,320,3700,,,,,,,,,,,,,6.162999999999999,2.8789999999999996,1.913,0.057999999999999996,0.036000000000000004,21.2,,17,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-03-19,3회차,,12.3,6.8,6.1,11.6,6.8,5.312,0.289,9.0,7.2,0.000,228,20000,,,,,,,,,,,,,4.779,2.414,1.598,0.11699999999999999,0.071,44.9,,6200,,,,,,,,,,,,,,,,,,,,91.54299999999999,
죽산보,2018-03-19,3회차,,12.1,9.9,4.8,8.5,38.5,4.748,0.188,4.8,7.1,정량한계미만,261,6100,,,,,,,,,,,,,4.485,1.653,2.167,0.11199999999999999,0.091,48.4,,2200,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-03-26,4회차,,13.8,7.7,5.3,8.7,20.4,7.931,0.11800000000000001,7.5,7.3,0.000,380,9800,,,,,,,,,,,,,7.632999999999999,5.05,1.744,0.055,0.027000000000000003,22.0,,1500,,,,,,,,,,,,,,,,,,,,22.848000000000003,
죽산보,2018-03-26,4회차,,15.0,13.5,4.8,7.3,31.3,5.16,0.11599999999999999,3.9,7.7,정량한계미만,229,8400,,,,,,,,,,,,,5.106,1.7630000000000001,2.3169999999999997,0.057,0.038,15.2,,500,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-04-02,1회차,,17.6,6.7,6.3,11.6,54.5,8.101,0.22899999999999998,8.7,7.5,0.000,434,4700,0.00000,0.00,0.00014,0.000,0.00092,0.0000022,,,,,,,7.875,5.962999999999999,1.121,0.044000000000000004,0.013000000000000001,41.1,,800,,,,,,0.00,,,,,,,,,0.0004,,,,,16.083,
죽산보,2018-04-02,1회차,,20.2,10.8,7.1,9.2,63.4,6.407,0.08800000000000001,4.4,7.8,정량한계미만,343,2300,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,5.801,2.226,2.32,0.023,0.0,31.6,,2300,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-04-09,2회차,,13.8,8.6,5.9,12.3,24.0,6.837999999999999,0.247,9.1,7.3,0.000,346,140000,,,,,,,,,,,,,6.4239999999999995,4.959,1.331,0.087,0.062,86.2,,32000,,,,,,,,,,,,,,,,,,,,66.143,
죽산보,2018-04-09,2회차,,15.0,12.9,2.6,8.4,46.1,3.5589999999999997,0.111,4.2,7.8,정량한계미만,257,3700,,,,,,,,,,,,,3.478,0.914,1.656,0.055,0.032,16.0,,420,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-04-16,3회차,,14.8,9.0,6.5,11.6,54.2,6.477,0.225,8.7,7.2,0.000,351,92000,,,,,,,,,,,,,6.278,2.634,1.462,0.067,0.064,32.3,,22000,,,,,,,,,,,,,,,,,,,,59.729,
죽산보,2018-04-16,3회차,,17.5,13.2,5.1,10.5,66.6,6.563,0.134,4.9,8.0,정량한계미만,336,11200,,,,,,,,,,,,,6.297999999999999,3.358,1.734,0.055,0.026000000000000002,21.2,,2700,,,,,,,,,,,,,,,,,,,,,
죽산보,2018-04-24,4회차,,16.8,8.6,5.5,7.6,32.4,3.56,0.149,4.4,7.2,정량한계미만,222,73000,,,,,,,,,,,,,3.464,1.3319999999999999,1.1640000000000001,0.084,0.068,43.6,,12600,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-04-30,4회차,,20.0,8.4,4.2,8.0,32.9,5.979,0.11,6.4,7.4,0.000,326,1700,,,,,,,,,,,,,5.853,1.771,2.7539999999999996,0.046,0.034,31.2,,530,,,,,,,,,,,,,,,,,,,,31.793000000000003,
승촌보,2018-05-08,1회차,,18.9,8.1,8.1,14.0,76.3,3.573,0.239,9.4,7.6,0.000,249,150000,0.00001,0.00,0.00027,0.000,0.00095,0.0000000,,,,,,,3.273,1.406,0.198,0.098,0.043,74.5,,35000,,,,,,0.00,,,,,,,,,0.0003,,,,,45.815,
죽산보,2018-05-08,1회차,,20.2,13.0,5.6,8.5,78.8,3.6689999999999996,0.139,4.7,7.4,정량한계미만,241,6400,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,3.6489999999999996,1.5830000000000002,1.265,0.084,0.066,19.6,,400,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-05-14,2회차,,21.3,7.8,5.7,9.4,50.5,3.775,0.23399999999999999,8.1,7.5,0.000,277,150000,,,,,,,,,,,,,3.536,1.732,1.25,0.11199999999999999,0.079,22.7,,41000,,,,,,,,,,,,,,,,,,,,48.169,
죽산보,2018-05-14,2회차,,21.4,11.6,4.3,8.9,69.3,4.439,0.126,5.6,7.2,정량한계미만,262,13000,,,,,,,,,,,,,4.303,2.2430000000000003,1.232,0.081,0.063,17.2,,1020,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-05-21,3회차,,21.0,9.3,4.3,8.6,35.5,5.112,0.14800000000000002,7.0,7.5,0.000,348,9600,,,,,,,,,,,,,4.981,2.32,1.895,0.049,0.026000000000000002,26.4,,3400,,,,,,,,,,,,,,,,,,,,28.92,
죽산보,2018-05-21,3회차,,21.6,16.6,5.1,8.1,117.9,3.926,0.099,5.0,7.7,정량한계미만,299,3600,,,,,,,,,,,,,3.641,1.19,1.494,0.033,0.005,24.0,,1700,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-05-28,4회차,,24.6,8.1,6.7,10.8,28.6,6.2410000000000005,0.11,7.9,7.5,0.000,349,4400,,,,,,,,,,,,,5.997000000000001,3.62,1.4769999999999999,0.057999999999999996,0.042,22.6,,1100,,,,,,,,,,,,,,,,,,,,29.875999999999998,
죽산보,2018-05-28,4회차,,23.7,12.4,5.8,11.0,125.0,3.7310000000000003,0.14400000000000002,5.9,8.0,정량한계미만,279,2800,,,,,,,,,,,,,3.2769999999999997,0.9520000000000001,1.151,0.054000000000000006,0.021,19.6,,900,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-06-04,1회차,,25.1,7.6,7.3,11.5,43.2,5.8629999999999995,0.10800000000000001,8.3,7.5,0.000,361,7100,0.00001,0.00,0.00013,0.000,0.00097,0.0000000,,,,,,,5.773,2.839,1.724,0.040999999999999995,0.025,25.3,,1800,,,,,,0.00,,,,,,,,,0.0002,,,,,35.122,
죽산보,2018-06-04,1회차,,25.7,13.9,5.8,11.1,70.9,4.125,0.128,5.2,8.1,정량한계미만,268,860,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,3.8789999999999996,1.163,1.4609999999999999,0.043,0.009000000000000001,20.4,,100,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-06-11,2회차,,24.8,6.1,5.0,10.6,21.3,6.001,0.11,7.8,7.4,0.000,368,8600,,,,,,,,,,,,,5.756,3.52,1.284,0.057999999999999996,0.026000000000000002,20.3,,2800,,,,,,,,,,,,,,,,,,,,37.798,
죽산보,2018-06-11,2회차,,25.3,7.3,2.9,10.8,33.0,4.081,0.149,5.4,7.0,정량한계미만,301,4000,,,,,,,,,,,,,3.929,1.327,1.4040000000000001,0.092,0.078,19.2,,20,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-06-18,3회차,,26.5,9.4,7.8,12.0,99.6,5.649,0.142,10.2,7.8,0.000,382,12000,,,,,,,,,,,,,5.252999999999999,3.005,1.3769999999999998,0.043,0.033,28.7,,2300,,,,,,,,,,,,,,,,,,,,32.553000000000004,
죽산보,2018-06-18,3회차,,27.7,17.7,5.2,11.2,123.1,3.5189999999999997,0.10400000000000001,6.5,8.2,정량한계미만,277,96,,,,,,,,,,,,,3.3480000000000003,0.866,1.228,0.036000000000000004,0.006,17.6,,27,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-06-25,4회차,,27.4,7.8,6.1,12.3,35.8,6.321000000000001,0.151,9.1,7.8,0.000,415,2100,,,,,,,,,,,,,6.268,3.95,1.24,0.07400000000000001,0.021,23.1,,1000,,,,,,,,,,,,,,,,,,,,29.788,
죽산보,2018-06-25,4회차,,28.0,10.5,9.0,14.4,47.1,5.206,0.23,2.9,7.6,정량한계미만,305,80,,,,,,,,,,,,,4.584,1.6219999999999999,1.0270000000000001,0.11199999999999999,0.076,26.8,,4,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-07-02,1회차,,23.7,5.8,6.0,14.8,5.2,3.14,0.377,9.9,7.5,0.000,132,130000,0.00000,0.00,0.00060,0.000,0.00110,0.0000000,,,,,,,2.73,0.586,1.808,0.17800000000000002,0.16899999999999998,150.2,,18000,,,,,,0.00,,,,,,,0.0,0.0,0.0005,,,,,272.642,
죽산보,2018-07-02,1회차,,24.1,7.1,3.0,8.8,11.7,2.5810000000000004,0.177,4.4,7.0,정량한계미만,170,21000,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,2.551,0.48,1.285,0.128,0.121,92.8,,7300,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-07-09,2회차,,24.9,4.6,5.0,8.8,13.3,6.417999999999999,0.22899999999999998,7.1,7.5,0.000,306,200000,,,,,,,,,,,,,6.142,3.707,1.972,0.195,0.191,15.7,,53000,,,,,,,,,,,,,,,,,,,,40.088,
죽산보,2018-07-09,2회차,,25.2,9.5,2.3,7.4,49.2,3.389,0.127,3.9,6.7,정량한계미만,195,2000,,,,,,,,,,,,,3.358,0.858,1.652,0.081,0.075,7.2,,460,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-07-16,3회차,,31.2,9.0,6.1,9.9,27.4,5.317,0.115,7.6,7.9,0.000,362,5000,,,,,,,,,,,,,5.202000000000001,3.237,1.4469999999999998,0.063,0.06,9.0,,1800,,,,,,,,,,,,,,,,,,,,11.472999999999999,
죽산보,2018-07-16,3회차,,31.9,11.3,12.4,16.7,279.3,5.002,0.42,6.4,8.4,정량한계미만,268,32,,,,,,,,,,,,,4.145,0.665,1.57,0.063,0.022000000000000002,29.2,,8,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-07-23,4회차,,31.2,13.2,8.9,13.3,156.1,6.737,0.14800000000000002,9.3,8.4,0.000,441,2100,,,,,,,,,,,,,6.346,3.9419999999999997,2.346,0.059000000000000004,0.022000000000000002,16.5,,720,,,,,,,,,,,,,,,,,,,,8.048,
죽산보,2018-07-23,4회차,,32.8,12.9,8.0,13.3,197.8,3.054,0.198,7.9,9.1,정량한계미만,314,185,,,,,,,,,,,,,2.89,0.706,0.902,0.095,0.064,25.6,,63,,,,,,,,,,,,,,,,,,,,,
승촌보,2018-07-30,5회차,,32.4,13.3,8.8,15.9,150.6,6.1129999999999995,0.20199999999999999,10.9,8.7,0.000,375,1700,,,,,,,,,,,,,5.85,2.7939999999999996,1.452,0.061,0.039,26.6,,510,,,,,,,,,,,,,,,,,,,,9.71,
승촌보,2018-08-06,1회차,,32.5,12.5,9.0,15.8,174.7,7.394,0.22399999999999998,10.2,8.6,0.000,448,3300,0.00001,0.00,0.00011,0.000,0.00150,0.0000000,,,,,,,6.81,3.8139999999999996,1.858,0.054000000000000006,0.026000000000000002,20.9,,850,,,,,,0.00,,,,,,,,,0.0003,,,,,7.252999999999999,
죽산보,2018-08-06,1회차,,31.4,5.9,2.5,11.7,30.1,3.909,0.20800000000000002,5.1,7.5,정량한계미만,327,220,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,정량한계미만,,,,,,,3.8689999999999998,1.89,0.981,0.14400000000000002,0.115,20.4,,172,,,,,,정량한계미만,,,,,,,,,정량한계미만,,,,,,
승촌보,2018-08-13,2회차,,31.5,9.5,7.4,12.8,54.6,4.901,0.345,9.9,7.9,0.000,351,69000,,,,,,,,,,,,,4.89,4.074,0.568,0.259,0.22399999999999998,11.7,,10000,,,,,,,,,,,,,,,,,,,,12.017999999999999,
죽산보,2018-08-13,2회차,,31.1,8.1,4.9,10.1,79.0,3.455,0.20199999999999999,5.2,7.5,정량한계미만,219,1440,,,,,,,,,,,,,3.389,1.419,1.018,0.20199999999999999,0.135,15.2,,500,,,,,,,,,,,,,,,,,,,,,
