분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),Microcystis,Anabaena,Oscillatoria,Aphanizomenon,지오스민,2MIB,Microcystin-LR (μg/L)
하천,승촌보,광산,2019-07-29,26.1,7.4,5.7,,,4.3,24.0,0.0,0.0,0.0,24.0,5.0,6,0.0
하천,승촌보,광산,2019-08-05,30.2,7.7,8.6,,,65.4,0.0,0.0,0.0,0.0,0.0,6.0,9,0.0
하천,승촌보,광산,2019-08-12,27.3,7.2,4.6,,,22.1,0.0,0.0,0.0,0.0,0.0,7.0,10,0.0
하천,승촌보,광산,2019-08-19,28.7,8.1,10.5,,,106.9,0.0,0.0,0.0,0.0,0.0,10.0,9,분석중
하천,승촌보,광산,2019-08-26,26.0,7.3,6.8,,,15.3,1994.0,1994.0,0.0,0.0,0.0,4.0,6,0.0
하천,승촌보,광산,2019-09-03,24.3,7.3,7.7,,,40.7,34.0,34.0,0.0,0.0,0.0,10.0,8,0.0
하천,승촌보,광산,2019-09-10,25.8,7.2,5.4,,,5.4,54.0,54.0,0.0,0.0,0.0,9.0,8,0.0
하천,승촌보,광산,2019-09-16,27.3,8.0,10.1,,,43.8,761.0,733.0,28.0,0.0,0.0,7.0,7,0.3
하천,승촌보,광산,2019-09-24,20.0,7.3,7.0,,,4.2,74.0,74.0,0.0,0.0,0.0,7.0,7,0.0
하천,승촌보,광산,2019-09-30,25.0,7.4,8.7,,,47.8,4025.0,3814.0,211.0,0.0,0.0,6.0,35,0.3
하천,승촌보,광산,2019-10-07,21.3,7.5,7.3,,,3.2,147.0,147.0,0.0,0.0,0.0,10.0,7,0.0
하천,승촌보,광산,2019-10-14,20.3,7.6,8.8,,,29.4,2603.0,2603.0,0.0,0.0,0.0,7.0,6,0.0
하천,승촌보,광산,2019-10-21,19.7,7.9,12.1,,,65.9,28.0,28.0,0.0,0.0,0.0,11.0,10,0.0
하천,승촌보,광산,2019-10-28,17.1,8.2,12.7,,,88.7,0.0,0.0,0.0,0.0,0.0,15.0,10,0.0
하천,승촌보,광산,2019-11-04,17.5,7.9,11.9,,,86.0,0.0,0.0,0.0,0.0,0.0,13.0,8,0.0
하천,승촌보,광산,2019-11-11,14.8,7.6,9.6,,,26.9,0.0,0.0,0.0,0.0,0.0,11.0,5,0.0
하천,승촌보,광산,2019-11-18,14.1,7.5,8.0,,,32.8,0.0,0.0,0.0,0.0,0.0,14.0,7,0.0
하천,승촌보,광산,2019-11-25,13.2,7.7,11.5,,,62.2,0.0,0.0,0.0,0.0,0.0,13.0,7,0.0
하천,승촌보,광산,2019-12-09,8.0,7.7,15.5,,,99.5,0.0,0.0,0.0,0.0,0.0,18.0,4,0.0
하천,승촌보,광산,2019-12-11,9.1,7.7,14.8,,,101.7,0.0,0.0,0.0,0.0,0.0,11.0,5,0.0
하천,승촌보,광산,2019-12-16,9.1,7.7,14.6,,,74.6,0.0,0.0,0.0,0.0,0.0,11.0,5,0.0
하천,승촌보,광산,2019-12-19,9.7,7.6,12.0,,,68.8,0.0,0.0,0.0,0.0,0.0,12.0,4,0.0
하천,승촌보,광산,2019-12-23,7.4,7.7,12.9,,,58.8,0.0,0.0,0.0,0.0,0.0,11.0,2,0.0
하천,죽산보,죽산,2019-01-03,,,,,,,,,,,,,,
하천,죽산보,죽산,2019-01-07,3.9,8.3,15.4,,,55.5,0.0,0.0,0.0,0.0,0.0,6.0,3,0.0
하천,죽산보,죽산,2019-01-14,5.5,8.4,15.4,,,75.1,0.0,0.0,0.0,0.0,0.0,6.0,정량한계미만,0.0
하천,죽산보,죽산,2019-01-21,4.9,8.8,16.5,,,128.7,0.0,0.0,0.0,0.0,0.0,5.0,3,0.0
하천,죽산보,죽산,2019-01-28,5.0,8.6,16.7,,,115.1,0.0,0.0,0.0,0.0,0.0,6.0,정량한계미만,0.0
하천,죽산보,죽산,2019-01-31,5.3,8.8,16.4,,,126.9,344.0,0.0,0.0,344.0,0.0,5.0,0,0.0
하천,죽산보,죽산,2019-02-07,7.4,8.4,14.4,,,126.0,121.0,0.0,0.0,121.0,0.0,11.0,4,0.0
하천,죽산보,죽산,2019-02-11,4.2,8.9,16.7,,,205.0,402.0,0.0,0.0,402.0,0.0,12.0,4,0.0
하천,죽산보,죽산,2019-02-14,4.9,9.0,15.1,,,144.7,0.0,0.0,0.0,0.0,0.0,16.0,3,0.0
하천,죽산보,죽산,2019-02-18,5.1,8.8,16.9,,,75.2,0.0,0.0,0.0,0.0,0.0,12.0,3,0.0
하천,죽산보,죽산,2019-02-21,6.3,8.3,14.6,,,106.0,0.0,0.0,0.0,0.0,0.0,15.0,4,0.0
하천,죽산보,죽산,2019-02-25,8.5,8.9,16.5,,,130.4,0.0,0.0,0.0,0.0,0.0,15.0,3,0.0
하천,죽산보,죽산,2019-02-27,9.1,9.1,16.2,,,72.0,0.0,0.0,0.0,0.0,0.0,18.0,4,0.0
하천,죽산보,죽산,2019-03-04,10.8,8.9,15.5,,,112.6,0.0,0.0,0.0,0.0,0.0,16.0,3,0.0
하천,죽산보,죽산,2019-03-07,11.2,8.2,13.6,,,110.7,0.0,0.0,0.0,0.0,0.0,17.0,3,0.0
하천,죽산보,죽산,2019-03-11,11.2,8.5,12.0,,,105.1,0.0,0.0,0.0,0.0,0.0,22.0,3,0.0
하천,죽산보,죽산,2019-03-14,9.4,7.8,9.0,,,58.3,0.0,0.0,0.0,0.0,0.0,23.0,3,0.0
하천,죽산보,죽산,2019-03-18,11.2,8.9,14.2,,,92.0,0.0,0.0,0.0,0.0,0.0,26.0,4,0.0
하천,죽산보,죽산,2019-03-25,10.8,8.4,11.3,,,52.0,0.0,0.0,0.0,0.0,0.0,21.0,3,0.0
하천,죽산보,죽산,2019-04-01,11.9,8.3,9.8,,,31.5,0.0,0.0,0.0,0.0,0.0,22.0,4,0.0
하천,죽산보,죽산,2019-04-08,13.7,9.0,10.8,,,79.9,0.0,0.0,0.0,0.0,0.0,24.0,3,0.0
하천,죽산보,죽산,2019-04-15,13.0,8.6,7.4,,,31.0,0.0,0.0,0.0,0.0,0.0,9.0,4,0.0
하천,죽산보,죽산,2019-04-22,15.9,9.0,8.9,,,38.0,0.0,0.0,0.0,0.0,0.0,11.0,9,0.0
하천,죽산보,죽산,2019-04-30,16.9,7.1,7.0,,,51.5,24.0,0.0,24.0,0.0,0.0,7.0,10,0.0
하천,죽산보,죽산,2019-05-07,18.0,7.5,8.9,,,62.6,0.0,0.0,0.0,0.0,0.0,8.0,6,0.0
하천,죽산보,죽산,2019-05-13,19.6,8.0,8.6,,,38.4,0.0,0.0,0.0,0.0,0.0,8.0,7,0.0
하천,죽산보,죽산,2019-05-20,21.7,6.9,5.2,,,20.4,0.0,0.0,0.0,0.0,0.0,6.0,7,0.0
하천,죽산보,죽산,2019-05-28,22.2,7.0,5.2,,,22.7,0.0,0.0,0.0,0.0,0.0,6.0,6,0.0
하천,죽산보,죽산,2019-06-03,22.0,7.7,8.4,,,102.4,0.0,0.0,0.0,0.0,0.0,6.0,4,0.0
하천,죽산보,죽산,2019-06-10,23.6,7.4,8.9,,,41.8,0.0,0.0,0.0,0.0,0.0,5.0,5,0.0
하천,죽산보,죽산,2019-06-17,23.7,8.0,7.5,,,39.7,0.0,0.0,0.0,0.0,0.0,3.0,3,0.0
하천,죽산보,죽산,2019-06-24,25.9,8.7,7.3,,,52.0,61.0,37.0,0.0,0.0,24.0,7.0,5,0.0
하천,죽산보,죽산,2019-07-02,23.0,7.0,5.7,,,16.3,0.0,0.0,0.0,0.0,0.0,12.0,9,0.0
하천,죽산보,죽산,2019-07-08,26.4,7.5,6.8,,,22.0,81.0,27.0,54.0,0.0,0.0,11.0,5,0.0
하천,죽산보,죽산,2019-07-15,25.0,8.9,6.5,,,73.0,33.0,33.0,0.0,0.0,0.0,6.0,8,0.0
하천,죽산보,죽산,2019-07-23,24.2,8.2,6.1,,,8.9,0.0,0.0,0.0,0.0,0.0,5.0,8,0.0
하천,죽산보,죽산,2019-07-29,26.0,7.3,5.8,,,7.3,0.0,0.0,0.0,0.0,0.0,6.0,7,0.0
하천,죽산보,죽산,2019-08-05,31.1,8.9,11.2,,,54.9,60.0,48.0,0.0,0.0,12.0,6.0,5,0.0
하천,죽산보,죽산,2019-08-12,28.6,7.4,5.4,,,23.4,0.0,0.0,0.0,0.0,0.0,6.0,11,0.0
하천,죽산보,죽산,2019-08-19,29.0,8.1,8.3,,,89.4,189.0,155.0,0.0,34.0,0.0,14.0,8,분석중
하천,죽산보,죽산,2019-08-26,26.3,7.3,6.5,,,47.0,1345.0,1202.0,0.0,31.0,112.0,4.0,9,0.0
하천,죽산보,죽산,2019-09-03,25.1,7.2,6.8,,,33.9,33.0,33.0,0.0,0.0,0.0,19.0,6,0.0
하천,죽산보,죽산,2019-09-10,25.1,7.2,6.2,,,12.8,109.0,33.0,0.0,68.0,8.0,5.0,9,0.0
하천,죽산보,죽산,2019-09-16,26.7,8.6,10.2,,,34.1,638.0,622.0,16.0,0.0,0.0,38.0,10,0.3
하천,죽산보,죽산,2019-09-24,20.2,7.2,7.8,,,6.8,168.0,168.0,0.0,0.0,0.0,5.0,5,0.0
하천,죽산보,죽산,2019-09-30,23.2,8.4,10.6,,,63.5,2280.0,2280.0,0.0,0.0,0.0,6.0,18,0.9
하천,죽산보,죽산,2019-10-07,21.3,7.3,7.5,,,6.9,84.0,84.0,0.0,0.0,0.0,10.0,7,0.0
하천,죽산보,죽산,2019-10-14,20.4,8.9,14.2,,,65.3,584.0,412.0,8.0,164.0,0.0,7.0,7,0.0
하천,죽산보,죽산,2019-10-21,19.1,8.9,13.3,,,30.7,116.0,68.0,0.0,0.0,48.0,9.0,10,0.0
하천,죽산보,죽산,2019-10-28,17.7,7.9,9.1,,,33.5,0.0,0.0,0.0,0.0,0.0,12.0,10,0.0
하천,죽산보,죽산,2019-11-04,17.1,8.7,11.7,,,65.8,0.0,0.0,0.0,0.0,0.0,16.0,6,0.0
하천,죽산보,죽산,2019-11-11,15.2,8.1,13.0,,,84.6,0.0,0.0,0.0,0.0,0.0,8.0,5,0.0
하천,죽산보,죽산,2019-11-18,14.0,8.3,11.0,,,50.5,0.0,0.0,0.0,0.0,0.0,10.0,5,0.0
하천,죽산보,죽산,2019-11-25,12.0,7.8,10.5,,,32.3,0.0,0.0,0.0,0.0,0.0,7.0,5,0.0
하천,죽산보,죽산,2019-12-09,7.8,7.7,9.7,,,12.5,0.0,0.0,0.0,0.0,0.0,9.0,3,0.0
하천,죽산보,죽산,2019-12-16,7.4,7.5,10.9,,,20.9,0.0,0.0,0.0,0.0,0.0,7.0,3,0.0
하천,죽산보,죽산,2019-12-23,6.7,7.6,10.2,,,13.2,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0
하천,승촌보,광산,2020-01-06,7.5,7.5,13.5,,,69.7,0.0,0.0,0.0,0.0,0.0,19.0,10,0.0
하천,승촌보,광산,2020-01-13,7.0,7.3,11.0,,,16.9,0.0,0.0,0.0,0.0,0.0,13.0,12,0.0
하천,승촌보,광산,2020-01-20,6.8,7.2,10.3,,,20.9,0.0,0.0,0.0,0.0,0.0,14.0,6,0.0
하천,승촌보,광산,2020-01-28,9.2,7.2,9.8,,,21.4,0.0,0.0,0.0,0.0,0.0,13.0,11,0.0
하천,승촌보,광산,2020-02-03,8.6,7.2,12.9,,,28.3,0.0,0.0,0.0,0.0,0.0,16.0,9,0.0
하천,승촌보,광산,2020-02-10,6.9,7.3,12.1,,,24.0,0.0,0.0,0.0,0.0,0.0,13.0,3,0.0
하천,승촌보,광산,2020-02-18,7.7,7.4,10.2,,,45.3,0.0,0.0,0.0,0.0,0.0,13.0,32,0.0
하천,승촌보,광산,2020-02-24,10.2,7.5,9.2,,,57.4,0.0,0.0,0.0,0.0,0.0,12.0,14,0.0
하천,승촌보,광산,2020-03-02,10.2,7.6,11.2,,,27.9,0.0,0.0,0.0,0.0,0.0,11.0,7,0.0
하천,승촌보,광산,2020-03-09,11.3,7.1,10.5,,,31.5,0.0,0.0,0.0,0.0,0.0,14.0,11,0.0
하천,승촌보,광산,2020-03-16,11.1,7.6,13.6,,,88.4,0.0,0.0,0.0,0.0,0.0,10.0,5,0.0
하천,승촌보,광산,2020-03-23,14.7,8.2,14.6,,,107.3,0.0,0.0,0.0,0.0,0.0,7.0,4,정량한계미만
하천,승촌보,광산,2020-03-30,13.2,7.3,10.1,,,121.6,0.0,0.0,0.0,0.0,0.0,9.0,16,정량한계미만
하천,승촌보,광산,2020-04-06,14.4,8.8,16.3,,,120.9,0.0,0.0,0.0,0.0,0.0,12.0,14,정량한계미만
하천,승촌보,광산,2020-04-13,14.6,7.3,10.7,,,61.4,0.0,0.0,0.0,0.0,0.0,16.0,24,정량한계미만
하천,승촌보,광산,2020-04-20,15.0,6.8,3.4,,,19.6,0.0,0.0,0.0,0.0,0.0,16.0,32,정량한계미만
하천,승촌보,광산,2020-04-27,16.5,7.9,13.7,,,60.9,0.0,0.0,0.0,0.0,0.0,17.0,18,정량한계미만
하천,승촌보,광산,2020-05-04,19.9,6.8,1.7,0.5,12.6,15.3,0.0,0.0,0.0,0.0,0.0,28.0,29,정량한계미만
하천,승촌보,광산,2020-05-11,19.7,7.2,5.4,0.7,7.2,37.2,0.0,0.0,0.0,0.0,0.0,25.0,28,정량한계미만
하천,승촌보,광산,2020-05-18,21.5,6.8,8.0,0.8,6.0,75.3,0.0,0.0,0.0,0.0,0.0,26.0,11,정량한계미만
하천,승촌보,광산,2020-05-25,21.7,7.0,7.5,0.6,10.0,61.8,0.0,0.0,0.0,0.0,0.0,10.0,10,정량한계미만
하천,승촌보,광산,2020-06-01,23.0,7.1,7.3,0.7,7.3,47.1,0.0,0.0,0.0,0.0,0.0,9.0,10,정량한계미만
하천,승촌보,광산,2020-06-08,26.8,7.6,9.6,0.5,7.8,112.1,29.0,0.0,0.0,0.0,29.0,10.0,11,정량한계미만
하천,승촌보,광산,2020-06-15,25.4,7.2,5.8,0.4,16.2,8.9,0.0,0.0,0.0,0.0,0.0,12.0,12,정량한계미만
하천,승촌보,광산,2020-06-22,27.9,7.3,12.1,0.7,5.3,59.4,54.0,54.0,0.0,0.0,0.0,9.0,8,정량한계미만
하천,승촌보,광산,2020-07-01,23.3,7.6,5.8,0.7,7.5,22.6,0.0,0.0,0.0,0.0,0.0,9.0,8,정량한계미만
하천,승촌보,광산,2020-07-06,23.9,7.0,7.4,0.8,5.0,25.1,0.0,0.0,0.0,0.0,0.0,8.0,5,정량한계미만
하천,승촌보,광산,2020-07-15,20.6,7.9,7.5,0.4,22.5,5.4,0.0,0.0,0.0,0.0,0.0,10.0,7,정량한계미만
하천,승촌보,광산,2020-07-21,26.2,6.9,7.7,0.6,6.7,20.2,0.0,0.0,0.0,0.0,0.0,19.0,7,정량한계미만
하천,승촌보,광산,2020-07-27,23.2,7.1,7.2,0.8,8.5,5.3,0.0,0.0,0.0,0.0,0.0,7.0,6,정량한계미만
하천,승촌보,광산,2020-08-03,25.5,7.8,6.3,0.8,9.0,5.6,74.0,74.0,0.0,0.0,0.0,20.0,9,정량한계미만
하천,승촌보,광산,2020-08-10,,,,,,,,,,,,,,
하천,승촌보,광산,2020-08-19,30.0,7.8,8.8,0.7,5.3,63.1,0.0,0.0,0.0,0.0,0.0,9.0,11,정량한계미만
하천,승촌보,광산,2020-08-24,29.8,7.1,8.4,0.7,6.7,45.9,98.0,77.0,0.0,0.0,21.0,9.0,7,정량한계미만
하천,승촌보,광산,2020-09-01,28.3,6.7,5.9,0.2,47.1,25.6,0.0,0.0,0.0,0.0,0.0,9.0,7,분석중
하천,승촌보,광산,2020-09-08,21.6,7.1,7.5,0.4,21.5,4.6,19.0,19.0,0.0,0.0,0.0,8.0,6,정량한계미만
하천,승촌보,광산,2020-09-14,23.4,7.2,7.2,0.8,8.4,5.3,45.0,45.0,0.0,0.0,0.0,10.0,10,정량한계미만
하천,승촌보,광산,2020-09-21,23.5,8.2,12.2,0.7,4.6,67.3,332.0,310.0,22.0,0.0,0.0,16.0,8,정량한계미만
하천,승촌보,광산,2020-09-28,24.3,9.3,16.3,0.6,5.2,148.1,165.0,97.0,68.0,0.0,0.0,15.0,8,정량한계미만
하천,승촌보,광산,2020-10-05,22.2,8.2,10.6,0.6,7.7,192.7,28.0,28.0,0.0,0.0,0.0,15.0,10,정량한계미만
하천,승촌보,광산,2020-10-12,21.4,9.0,14.5,0.5,7.2,214.7,118.0,118.0,0.0,0.0,0.0,10.0,10,정량한계미만
하천,승촌보,광산,2020-10-19,17.7,8.2,13.1,0.3,8.1,147.6,128.0,128.0,0.0,0.0,0.0,5.0,7,
하천,승촌보,광산,2020-10-26,16.4,7.8,13.1,0.8,6.3,118.0,234.0,234.0,0.0,0.0,0.0,15.0,13,
하천,승촌보,광산,2020-11-02,16.3,7.3,10.1,0.4,5.0,75.9,72.0,51.0,0.0,21.0,0.0,8.0,8,
하천,승촌보,광산,2020-11-09,14.0,7.2,9.5,0.6,6.0,57.2,0.0,0.0,0.0,0.0,0.0,11.0,정량한계미만,
하천,승촌보,광산,2020-11-16,13.9,7.6,12.9,0.5,3.7,47.6,0.0,0.0,0.0,0.0,0.0,9.0,10,
하천,승촌보,광산,2020-11-24,13.6,7.1,5.0,1.3,2.0,11.4,0.0,0.0,0.0,0.0,0.0,10.0,12,
하천,승촌보,광산,2020-12-01,10.3,7.5,12.3,0.9,4.5,46.0,0.0,0.0,0.0,0.0,0.0,8.0,13,정량한계미만
하천,승촌보,광산,2020-12-07,8.7,7.3,11.9,0.7,3.6,53.1,0.0,0.0,0.0,0.0,0.0,10.0,10,정량한계미만
하천,승촌보,광산,2020-12-15,7.6,7.2,12.4,0.6,4.8,61.4,0.0,0.0,0.0,0.0,0.0,11.0,10,정량한계미만
하천,승촌보,광산,2020-12-21,5.7,7.1,13.6,0.7,2.6,72.0,0.0,0.0,0.0,0.0,0.0,4.0,정량한계미만,정량한계미만
하천,승촌보,광산,2020-12-28,8.1,7.2,13.3,0.7,5.1,55.8,0.0,0.0,0.0,0.0,0.0,7.0,12,정량한계미만
하천,죽산보,죽산,2020-01-06,5.7,8.0,12.9,,,34.0,0.0,0.0,0.0,0.0,0.0,13.0,9,0.0
하천,죽산보,죽산,2020-01-13,6.8,7.5,10.6,,,24.7,0.0,0.0,0.0,0.0,0.0,15.0,9,0.0
하천,죽산보,죽산,2020-01-20,5.6,7.6,14.5,,,58.2,0.0,0.0,0.0,0.0,0.0,12.0,5,0.0
하천,죽산보,죽산,2020-01-28,6.8,7.8,14.3,,,51.4,0.0,0.0,0.0,0.0,0.0,11.0,7,0.0
하천,죽산보,죽산,2020-01-30,7.9,7.7,14.3,,,34.2,0.0,0.0,0.0,0.0,0.0,12.0,5,분석중
하천,죽산보,죽산,2020-02-03,7.8,8.2,15.5,,,58.9,0.0,0.0,0.0,0.0,0.0,19.0,7,0.0
하천,죽산보,죽산,2020-02-06,6.7,8.7,16.4,,,105.6,0.0,0.0,0.0,0.0,0.0,20.0,12,0.0
하천,죽산보,죽산,2020-02-18,6.4,7.8,12.7,,,49.6,0.0,0.0,0.0,0.0,0.0,15.0,7,0.0
하천,죽산보,죽산,2020-02-13,7.1,8.9,15.8,,,79.8,0.0,0.0,0.0,0.0,0.0,9.0,5,0.0
하천,죽산보,죽산,2020-02-18,6.4,7.8,12.7,,,49.6,0.0,0.0,0.0,0.0,0.0,15.0,7,0.0
하천,죽산보,죽산,2020-02-24,8.4,8.8,16.4,,,80.6,0.0,0.0,0.0,0.0,0.0,11.0,4,0.0
하천,죽산보,죽산,2020-03-02,10.2,8.1,13.6,,,43.5,0.0,0.0,0.0,0.0,0.0,12.0,7,0.0
하천,죽산보,죽산,2020-03-09,10.1,8.5,14.5,,,83.9,0.0,0.0,0.0,0.0,0.0,12.0,6,0.0
하천,죽산보,죽산,2020-03-16,10.3,8.7,14.1,,,84.0,0.0,0.0,0.0,0.0,0.0,7.0,정량한계미만,0.0
하천,죽산보,죽산,2020-03-23,13.2,8.3,12.7,,,52.8,0.0,0.0,0.0,0.0,0.0,4.0,정량한계미만,정량한계미만
하천,죽산보,죽산,2020-03-30,13.6,7.5,7.7,,,72.6,0.0,0.0,0.0,0.0,0.0,7.0,8,정량한계미만
하천,죽산보,죽산,2020-04-06,14.2,8.2,11.8,,,104.9,0.0,0.0,0.0,0.0,0.0,12.0,9,정량한계미만
하천,죽산보,죽산,2020-04-13,14.1,7.7,10.2,,,46.3,0.0,0.0,0.0,0.0,0.0,12.0,10,정량한계미만
하천,죽산보,죽산,2020-04-20,15.6,7.3,9.0,,,50.3,0.0,0.0,0.0,0.0,0.0,11.0,10,정량한계미만
하천,죽산보,죽산,2020-04-27,15.6,8.0,11.9,,,48.5,0.0,0.0,0.0,0.0,0.0,15.0,9,정량한계미만
하천,죽산보,죽산,2020-05-04,19.7,7.6,8.5,1.0,6.0,45.2,0.0,0.0,0.0,0.0,0.0,19.0,12,정량한계미만
하천,죽산보,죽산,2020-05-11,20.7,7.6,8.9,0.8,7.2,40.2,0.0,0.0,0.0,0.0,0.0,16.0,29,정량한계미만
하천,죽산보,죽산,2020-05-18,21.3,7.1,7.3,0.7,6.2,33.4,0.0,0.0,0.0,0.0,0.0,11.0,8,정량한계미만
하천,죽산보,죽산,2020-05-25,20.9,7.2,9.2,0.7,7.6,53.9,0.0,0.0,0.0,0.0,0.0,7.0,5,정량한계미만
하천,죽산보,죽산,2020-06-01,22.7,7.1,7.4,0.8,9.2,27.9,0.0,0.0,0.0,0.0,0.0,9.0,8,정량한계미만
하천,죽산보,죽산,2020-06-08,26.6,7.8,9.2,0.8,8.0,25.8,276.0,0.0,18.0,0.0,258.0,12.0,10,정량한계미만
하천,죽산보,죽산,2020-06-15,24.9,7.7,5.8,0.4,23.4,8.7,0.0,0.0,0.0,0.0,0.0,12.0,9,정량한계미만
하천,죽산보,죽산,2020-06-22,26.5,8.4,15.2,0.6,7.3,91.9,0.0,0.0,0.0,0.0,0.0,10.0,7,정량한계미만
하천,죽산보,죽산,2020-07-01,23.9,6.9,6.9,0.6,9.5,48.1,0.0,0.0,0.0,0.0,0.0,9.0,8,정량한계미만
하천,죽산보,죽산,2020-07-06,24.0,7.1,8.3,0.8,7.0,50.7,0.0,0.0,0.0,0.0,0.0,5.0,4,정량한계미만
하천,죽산보,죽산,2020-07-15,20.9,7.1,7.9,0.4,21.3,5.8,33.0,33.0,0.0,0.0,0.0,9.0,7,정량한계미만
하천,죽산보,죽산,2020-07-21,24.9,7.1,8.6,0.6,7.9,30.3,0.0,0.0,0.0,0.0,0.0,27.0,정량한계미만,정량한계미만
하천,죽산보,죽산,2020-07-27,23.2,7.8,7.7,0.7,9.8,5.4,0.0,0.0,0.0,0.0,0.0,6.0,4,정량한계미만
하천,죽산보,죽산,2020-08-03,25.7,7.4,7.6,0.9,9.3,13.7,0.0,0.0,0.0,0.0,0.0,56.0,7,정량한계미만
하천,죽산보,죽산,2020-08-10,,,,,,,,,,,,,,
하천,죽산보,죽산,2020-08-18,30.8,8.3,16.3,0.7,6.6,102.0,95.0,0.0,0.0,0.0,95.0,6.0,6,정량한계미만
하천,죽산보,죽산,2020-08-24,30.3,7.2,7.7,0.9,5.3,26.0,488.0,488.0,0.0,0.0,0.0,7.0,5,정량한계미만
하천,죽산보,죽산,2020-09-01,28.3,6.5,6.7,0.2,70.9,36.7,0.0,0.0,0.0,0.0,0.0,7.0,7,분석중
하천,죽산보,죽산,2020-09-08,21.9,7.1,7.6,,22.0,4.3,325.0,174.0,51.0,86.0,14.0,8.0,5,정량한계미만
하천,죽산보,죽산,2020-09-14,22.8,7.1,7.2,0.6,13.2,4.3,0.0,0.0,0.0,0.0,0.0,9.0,6,정량한계미만
하천,죽산보,죽산,2020-09-21,22.8,8.2,12.1,0.6,8.9,88.9,3842.0,3372.0,65.0,0.0,405.0,21.0,5,정량한계미만
하천,죽산보,죽산,2020-09-28,23.7,8.6,15.5,0.7,4.7,64.8,2302.0,2052.0,189.0,0.0,61.0,14.0,5,정량한계미만
하천,죽산보,죽산,2020-10-05,22.6,9.0,12.2,0.4,10.3,184.7,2466.0,2056.0,252.0,0.0,158.0,19.0,7,정량한계미만
하천,죽산보,죽산,2020-10-12,21.0,9.6,15.0,0.5,6.1,125.8,1985.0,1525.0,278.0,0.0,182.0,13.0,8,정량한계미만
하천,죽산보,죽산,2020-10-19,18.1,9.4,13.6,0.5,8.8,217.7,270.0,270.0,0.0,0.0,0.0,6.0,3,
하천,죽산보,죽산,2020-10-26,16.1,9.3,16.3,0.7,8.9,238.5,1116.0,911.0,68.0,0.0,137.0,14.0,12,
하천,죽산보,죽산,2020-11-02,15.6,9.0,14.8,0.7,3.4,122.6,365.0,330.0,0.0,0.0,35.0,6.0,7,
하천,죽산보,죽산,2020-11-09,13.5,8.7,13.3,0.5,6.9,149.8,399.0,336.0,0.0,0.0,63.0,9.0,정량한계미만,
하천,죽산보,죽산,2020-11-16,13.5,8.7,13.4,0.9,3.5,51.5,480.0,0.0,0.0,0.0,480.0,8.0,10,
하천,죽산보,죽산,2020-11-24,12.7,7.4,7.4,0.8,7.4,34.7,0.0,0.0,0.0,0.0,0.0,8.0,9,
하천,죽산보,죽산,2020-12-01,10.0,7.0,10.7,0.8,5.0,38.8,0.0,0.0,0.0,0.0,0.0,7.0,8,정량한계미만
하천,죽산보,죽산,2020-12-07,8.1,8.0,12.9,1.0,5.1,52.7,0.0,0.0,0.0,0.0,0.0,10.0,8,정량한계미만
하천,죽산보,죽산,2020-12-15,6.2,8.0,13.2,0.8,4.2,33.5,0.0,0.0,0.0,0.0,0.0,9.0,9,정량한계미만
하천,죽산보,죽산,2020-12-21,4.8,8.1,14.4,0.8,6.3,61.4,0.0,0.0,0.0,0.0,0.0,3.0,정량한계미만,정량한계미만
하천,죽산보,죽산,2020-12-28,5.0,8.6,15.0,0.6,6.8,129.5,0.0,0.0,0.0,0.0,0.0,6.0,6,정량한계미만
하천,승촌보,광산,2021-01-04,5.9,7.0,13.0,0.8,6.1,66.8,0.0,0.0,0.0,0.0,0.0,6.0,7,정량한계미만
하천,승촌보,광산,2021-01-14,5.5,7.4,13.9,1.0,6.2,58.3,0.0,0.0,0.0,0.0,0.0,,,
하천,승촌보,광산,2021-01-19,5.3,7.2,12.4,1.0,4.7,44.2,0.0,0.0,0.0,0.0,0.0,10.0,6,정량한계미만
하천,승촌보,광산,2021-01-25,8.9,7.2,9.7,0.7,6.6,44.3,0.0,0.0,0.0,0.0,0.0,11.0,5,정량한계미만
하천,승촌보,광산,2021-02-01,7.7,7.3,12.2,0.7,4.3,62.6,0.0,0.0,0.0,0.0,0.0,,,정량한계미만
하천,승촌보,광산,2021-02-08,7.4,7.4,11.8,0.9,4.8,68.6,0.0,0.0,0.0,0.0,0.0,19.0,6,정량한계미만
하천,승촌보,광산,2021-02-15,10.5,7.6,14.3,0.9,5.5,69.2,0.0,0.0,0.0,0.0,0.0,19.0,정량한계미만,정량한계미만
하천,승촌보,광산,2021-02-22,9.9,7.3,12.8,0.6,5.6,55.6,0.0,0.0,0.0,0.0,0.0,21.0,3,정량한계미만
하천,승촌보,광산,2021-03-02,10.7,7.1,8.6,0.3,45.1,27.3,0.0,0.0,0.0,0.0,0.0,13.0,정량한계미만,정량한계미만
하천,승촌보,광산,2021-03-08,11.8,7.1,10.9,0.6,11.4,77.3,0.0,0.0,0.0,0.0,0.0,26.0,4,정량한계미만
하천,승촌보,광산,2021-03-15,12.8,7.8,12.1,0.8,9.2,93.3,0.0,0.0,0.0,0.0,0.0,29.0,4,정량한계미만
