"측정소명","년/월/일","회차","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","클로로필 a(㎎/㎥)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","수소이온농도","페놀류(㎎/L)","전기전도도(μS/㎝)","총대장균군수(총대장균군수/100ml)","카드뮴(㎎/L)","시안(㎎/L)","납(㎎/L)","6가크롬(㎎/L)","비소(㎎/L)","수은(㎎/L)","구리(㎎/L)","아연(㎎/L)","크롬(㎎/L)","니켈(㎎/L)","바륨(㎎/L)","셀레늄(㎎/L)","용존총질소(㎎/L)","암모니아성 질소(㎎/L)","질산성 질소(㎎/L)","용존총인(㎎/L)","인산염인(㎎/L)","SS(㎎/L)","헥사클로로벤젠 (㎍/L)","분원성대장균군수","불소(㎎/L)","색도(㎎/L)","노말헥산추출물질(㎎/L)","용해성망간(㎎/L)","용해성철(㎎/L)","음이온계면활성제(㎎/L)","테트라클로로에틸렌(㎎/L)","테트라클로로에틸렌(㎎/L)","사염화탄소","1.2-디클로로에탄(㎎/L)","디클로로메탄(㎎/L)","벤젠(㎎/L)","폴리크로리네이티트비페닐(㎎/L)","유기인(㎎/L)","안티몬 (㎎/L)","클로로포름 (㎎/L)","디에틸헥실프탈레이트 (㎎/L)","1.4-다이옥세인 (㎎/L)","투명도(m)","유량(㎥/s)","포름알데히드(㎎/L)"
"영산포1","2016/11/22","4회차","","13.3","13.1","2.7","5.4","36.3","5.436","0.100","3.6","7.8","정량한계미만","273","180","","","","","","","","","","","","","5.379","0.913","3.232","0.082","0.043","7.2","","130","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/11/28","5회차","3.61","9.6","14.6","4.9","7.7","69.2","5.946","0.101","6.4","7.0","0.000","418","3200","","","","","","","","","","","","","5.701","1.294","3.817","0.024","0.010","13.0","","360","","","","","","","","","","","","","","","","","","","","13.357",""
"영산포1","2016/11/29","5회차","","10.5","12.5","2.1","5.4","14.4","5.181","0.106","3.6","7.7","정량한계미만","281","660","","","","","","","","","","","","","5.139","0.974","3.031","0.077","0.054","2.8","","320","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/12/05","1회차","3.6","9.0","9.1","3.7","6.9","34.1","6.528","0.153","5.6","6.8","0.000","433","4000","0.00000","0.00","0.00030","0.000","0.00150","0.0000000","","","","","","","6.251","2.339","3.224","0.083","0.064","7.7","","1000","","","","","","0.00","","","","","","","","","0.0005","","","","","12.983",""
"영산포1","2016/12/06","1회차","","9.0","11.6","1.9","4.6","10.1","5.383","0.088","3.2","7.8","정량한계미만","366","580","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","정량한계미만","","","","","","","5.306","1.122","3.225","0.060","0.045","3.6","","210","","","","","","정량한계미만","","","","","","","","","정량한계미만","","","","","",""
"광산","2016/12/12","2회차","3.6","8.0","13.2","4.3","7.4","63.5","6.785","0.085","6.2","6.9","0.000","476","800","","","","","","","","","","","","","6.398","1.877","3.733","0.017","0.000","9.8","","80","","","","","","","","","","","","","","","","","","","","12.185",""
"영산포1","2016/12/13","2회차","","8.0","13.1","2.8","5.7","22.4","6.200","0.100","3.2","7.6","정량한계미만","408","2000","","","","","","","","","","","","","6.107","1.225","3.477","0.062","0.046","4.4","","680","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/12/19","3회차","3.63","7.4","11.8","3.9","7.1","40.3","6.895","0.090","5.9","7.1","0.000","422","720","","","","","","","","","","","","","6.456","1.651","3.933","0.023","0.006","7.5","","100","","","","","","","","","","","","","","","","","","","","13.503",""
"영산포1","2016/12/20","3회차","","8.9","15.4","2.5","5.6","22.0","6.670","0.067","3.7","8.1","정량한계미만","441","520","","","","","","","","","","","","","6.507","1.180","3.646","0.033","0.016","4.8","","120","","","","","","","","","","","","","","","","","","","","",""
"광산","2016/12/26","4회차","3.62","8.8","9.6","4.5","7.6","48.2","4.181","0.160","6.5","7.0","0.000","380","18000","","","","","","","","","","","","","3.901","1.086","2.019","0.049","0.020","14.8","","1000","","","","","","","","","","","","","","","","","","","","22.501",""
"영산포1","2016/12/26","4회차","","8.6","13.3","3.4","7.1","49.2","6.653","0.095","3.7","7.6","정량한계미만","428","4000","","","","","","","","","","","","","6.376","1.162","3.721","0.040","0.030","7.6","","310","","","","","","","","","","","","","","","","","","","","",""
